LOC.,TAG,OPERATOR COMPLAIN,PROBLEM,ACTION TAKEN,DATE
A2A,05-PCV-012,Adjust,Corrective / Adjust S.P,"Dismantle and transfer to EMC w/s, Adjust to open at 2 bar, recheck found opens at 2 bar but tightly closes at 1.25 bar (decreasing from 2 bar to 1.25 bar), reinstall again and put in service.",18/10/2018
A2A,05-PCV-011,Adjust,Corrective / Adjust S.P,"Dismantle and transfer to EMC w/s, Adjust to close at 1.25 bar, during adjust the S.P shifts several times but finally adjusted and checked found ok, reinstall again and put in service..",18/10/2018
A2A,05-XV-071,Passing, No problem,Check valve stroke found no problem.,18/10/2018
A2B,13-LT-007,Fixed reading,Corrective / Blocked tap point,"Check found blocked low side tap point, clear blockage then check reading found ok.",18/10/2018
A2B,14-LT-003,Wrong raiding , No problem / Repeated,"Flushing, Zero and span check found ok.",18/10/2018
A2B,14-LT-022,Wrong raiding , No problem / Repeated,Check found ok and matched with LG.,18/10/2018
A2B,14-LSLL-005,Check,Corrective / Blocked drain line,"Check micro switch only found ok as drain line is blocked.
Note: tap points may be blocked, main header needs to be purged.",18/10/2018
A2B,14-LSLL-006,Check,Corrective / Stuck in micro switch,"Check found blocked drain, check micro switch found sometimes stuck, inform EPROM to replace micro switch and clear drain blockage.",18/10/2018
A2B,15-FT-006,Hunting,Corrective / Zero calibration,"Flushing to clear partial blockage, Zero calibration, span check were done.",18/10/2018
A4,53-LT-001,Wrong reading,Corrective / calibration,"LT was blocked, refill impulse tubes, calibration was done.",18/10/2018
A4,56-PI-501B,Check,No problem ,"Checked and found ok, the reading is actual.",18/10/2018
A4,51-TE-019,Wrong reading,Corrective / defective element,"Element no.8 was defective and was jumper, now reading is ok.",18/10/2018
A4,51-PCV-011,Passing,No problem ,"Tested at EPROM w/s with technical dep.and found ok, reinstalled again on tank.",18/10/2018
A4,54-XSH-006,Wrong alarm,Corrective / defective spring,"Dismantled the switch and transfer to EMC w/s as static dep. will disconnect the base, check found defective spring, new spring installed. ",18/10/2018
A4,51-LT-065,No reading,Corrective / Repeated / reset,Reset the Tx using RS command then check reading found ok and matching operator hand dip.,19/10/2018
A2B,14-VSH-054D,PMR,PMR,PMR was carried out ,21/10/2018
A2A,04-LT-030,PMR,PMR,PMR was carried out ,
A2A,02-FT-005A,PMR,PMR,PMR was carried out ,21/10/2018
A2A,02-FT-005B,PMR,PMR,PMR was carried out ,21/10/2018
A2A,03-FT-004,PMR,PMR,"PMR was carried out 
Note: Manifold high side isolation valve is passing",21/10/2018
A2A,05-PI-246B,Install New,Install New,Install new gauge,21/10/2018
A2B,13-LV-042,Install New,Install New,New valve was installed with new line gasket,21/10/2018
A2B,13-LV-046,Install New,Install New,New valve was installed with new line gasket,21/10/2018
A2B,13-LV-050,Install New,Install New,New valve was installed with new line gasket,21/10/2018
A2A,02-H-01,Dismantle pilot,Dismantle pilot,"Dismantle 02BSL001C, waiting static dep. To finish there work on the burner",21/10/2018
A2B,14-LSLL-006,Install new micro switch,Install new micro switch,New micro switch mechanism was installed then function check found ok. Note: operator cleared drain blockage. Internal flushing was done for both tap points to clear semi blockage,21/10/2018
A4,51-LT-078,PMR,PMR,PMR was carried out ,21/10/2018
A4,51-TE-034,Install new,Install new,New VITO element was installed,21/10/2018
A4,51-LT-034,Clear blockage,Corrective/ clear blockage,LT was dismantled to allow operation to clear blockage from chamber then reinstall again,21/10/2018
A4,56-PV-002A,Reinstall,Reinstall,"Reinstall valve back in service as operation request
The air supply is isolaed as operation request",21/10/2018
A4,56-PV-002B,Reinstall,Reinstall,"Reinstall valve back in service as operation request
The air supply is isolaed as operation request",21/10/2018
A4,51-LT-031,Wrong reading,Corrective / Need reset,Reset Tx several times to get out of freezing mode,22/10/2018
A4,"56-LT-002
",Reinstall,Corrective /Reinstall,Reinstall LT back in service,22/10/2018
A4,56-TE-002,Reinstall,Corrective /Reinstall,Reinstall  TE back in service,22/10/2018
A2B,15-VSH-004A,PMR,PMR,PMR was carried out ,22/10/2018
A2B,07-PDT-005,Install New,Install New,New Tx was configured and installed,22/10/2018
A2A,05-PDT-008,Install New,Install New,New Tx was configured and installed,22/10/2018
A2A,02-BSL-001C,Reinstall,Reinstall,Reinstall and function check found ok,22/10/2018
A2B,45-TE-005,Dismantle,Corrective/repeatead  /Dismantle,Dismantle TW & TE then reinstall them after static dep finished their job,22/10/2018
A2B,13-PV-020,Stuck,Corrective/Wrong feedback at open,Adjust the feedback then check open/close position feedback found ok,22/10/2018
A2A,05-TE-028,Check reading,No problem.,Element and loop check found no problem,23/10/2018
A2A,05-TE-029,Check reading,No problem.,Element and loop check found no problem,23/10/2018
A2A,05-TE-030,Check reading,No problem.,Element and loop check found no problem,23/10/2018
A2B,13-PV-020,Wrong feedback,Corrective/repeated  /Loosen feedback cam.,Adjust proximity switch for close position.,23/10/2018
A2A,04-PT-037,Install new,Install new,New TX was installed after configuration.,23/10/2018
A2A,04-PT-019,Install new,Install new,Scaffolding was erected.,23/10/2018
A2B,07-K-01C,Rod drop alarm,Repeated/ No problem.,"Clean proximity sensor and cable socket and found ok.
RTQ dept measured the clearance found ok.",23/10/2018
A2A,Unit 02,Survey,Survey,Visual unit survey was done,23/10/2018
A2A,Unit 03,Survey,Survey,Visual unit survey was done,23/10/2018
A2A,Unit 04,Survey,Survey,Visual unit survey was done,23/10/2018
A4,51-LT-031,Wrong reading,Corrective /repeated/stuck reading,"Check found  error ES 607, reset TX, clean displacer then level calibration was done and function check found ok.",23/10/2018
A4,54-XSH-006,Reinstall,Corrective /Reinstall,Switch was installed.,23/10/2018
A2A,04-PT-019,Install new,Install new ,Stopped as main isolation valve stuk at open.,24/10/2018
A2B,07-K-01C,Fix cable tray,Corrective/Broken cable tray,Survey was done and waiting for shutdown.,24/10/2018
A2B,07-FT-023A,PMR,PMR,PMR was carried out,24/10/2018
A2B,07-FT-023B,PMR,PMR,PMR was carried out,24/10/2018
A2B,07-FT-023C,PMR,PMR,PMR was carried out,24/10/2018
A2B,13-PV-020,Wrong feedback,Corrective/ repeated  / Loosen feedback cam.& defective regulator,"Dismantle the actuator, transfer to EMC W/S, install new positioner and new regulator, adjust open/close limit switches, reinstall it then checked open / close feedback with DCS found ok. ",24/10/2018
A2A,06-PDT-003,Isolate & dismantle,Isolate ,"Isolate Tx, dismantle impulse lines and transfer to EMC W/S as operation request.",24/10/2018
A2A,06-PDT-001,Isolate,Isolate ,Isolate Tx as operation request.,24/10/2018
A4,51-TE-045,Install new element,Install new element,New Vito element was installed.,24/10/2018
A4,51-LT-035,I/O bad,No power ,"Check found the circuit breaker was OFF, turn it ON then check function found ok.",24/10/2018
A4,51-TE-035,I/O bad,No power ,"Check found the circuit breaker was OFF, turn it ON then check function found ok.",24/10/2018
A2B,13-FT-130,Hunting,Corrective / Blocked low tap,"Clear blockage from low side, zero check found ok, check reading found ok.",25/10/2018
A2A,04-PT-042,Install new,Install new,New YOKOGAWA Tx installed.,25/10/2018
A2A,04-PT-018,Install new,Install new,New YOKOGAWA Tx installed.,25/10/2018
A2A,06-PDT-001,Put in service,No problem / repeated,"Put in service, check high tap reading found 7.73 bar, low tap reading 7.57, reading at Tx changed from 0.25 to 0.22 bar.",25/10/2018
A2A,06-PDT-003,Put in service,Put in service,Put in service done.,25/10/2018
A2A,04-TE-852G,False alarm,Corrective/ bad contact,"Check found bad contact, tighten on wires then check found alarm cleared.",25/10/2018
A4/51,51-PSH-046,Check,Corrective / Defective switch,"Check found defective switch, installed a new repair kit but useless, waiting spare.",25/10/2018
A4/51,Unit 51,Survey,Survey,Survey was done.,25/10/2018
A4/51,51-MOV-234,Oil leakage,No problem,"Check found oil spots on MOV body, refill with oil and waiting to check any leakage.",25/10/2018
A4/51,51-PSH-046,Install new,Install new,"New cella switch installed instead of old delta one, S.P adjusted to 10.5 bar as datasheet.",26/10/2018
A4/51,51-LT-035,I/O bad,Circuit breaker off,"Check found circuit breaker of, raise it and check Tx reading ( Level and temp.) found ok.",26/10/2018
A4/51,51-MOV-234,Oil leakage,No problem,Check found no leakage and the actuator found filled with oil as left previous day shift.,26/10/2018
A4/51,51-LT-031,No level reading,Corrective / chamber purge needed,###############################################################################################################################################################################################################################################################,26/10/2018
A2B,07-TE-669,Alarm,No problem,"Check found no alarms present, element/ loop check found ok.
Note: the element is shorted and works as 2-wire element, the other channel is defective.",26/10/2018
A2A,06-PDT-001,Check,No problem,"Drain, flushing and zero check found no problem.",27/10/2018
A2A,06-PDT-003,Check,No problem,"Drain, flushing and zero check found no problem.",27/10/2018
A2A,06-FT-003,Check,No problem,"Zero check found no problem.
Note: manifold isolation valves are passing and leaking Amonia.",27/10/2018
A4/51,"51-LT-065
",No level reading,Corrective / chamber purge needed,###############################################################################################################################################################################################################################################################,27/10/2018
A2A,04-FT-001A,PMR,PMR,PMR was carried out,28/10/2018
A2A,04-FT-001B,PMR,PMR,PMR was carried out,28/10/2018
A2A,04-FT-003A,PMR,PMR,PMR was carried out,28/10/2018
A2A,04-FT-003B,PMR,PMR,PMR was carried out,28/10/2018
A2A,04-FT-003C,PMR,PMR,PMR was carried out,28/10/2018
A2B,05-FT-016,PMR,PMR,PMR was carried out,28/10/2018
A2A,05-FT-017,PMR,PMR,PMR was carried out,28/10/2018
A2A,06-PI-209,Install new,Install new,New manifold and gauge installed.,28/10/2018
A2A,02-VSH-005A,Alarm,Corrective / Adjust,Reduce switch sensitivity by 1/2 turn to overcome startup vibration as requested.,28/10/2018
A4/58,58-FT-001,Wrong reading,Corrective / leakage,"Check found leakage between high pressure tap and flow nozzle, Zero and span check found ok. Note: Could identify the pin hole due to presence of steam cloud.",28/10/2018
A4/51,Unit 51,Survey,Survey,"Visual survey was done found the requested cables length as following:
Tk 07 / 110 m, TK 05 / 55 m, TK 39 / 55 m.
Note: the excavation of TK07 is not completed, inform civil dep.",28/10/2018
A2A,04-LT-001,PMR,PMR,PMR was carried out,29/10/2018
A2A,02-PV-031,PMR,PMR,PMR was carried out,29/10/2018
A2B,15-PT-010,PMR,PMR,PMR was carried out,29/10/2018
A2B,15-PT-025,PMR,PMR,PMR was carried out,29/10/2018
A2B,15-VSH-004A,PMR,PMR,PMR was carried out,29/10/2018
A2B,15-VSH-004C,PMR,PMR,PMR was carried out,29/10/2018
A2B,15-VSH-054A,PMR,PMR,PMR was carried out,29/10/2018
A2B,15-VSH-054B,PMR,PMR,PMR was carried out,29/10/2018
A2A,05-FV-017,Air leakage,Corrective / Repeated broken air supply tube,"Install new nut, ferrule and back ferrule then check valve stroke found ok",29/10/2018
A4,55-PI-200,Install,Corrective / Defective gauge,Install new pressure gauge,29/10/2018
A2A,12-PT-062,PMR,PMR,PMR was carried out,30/10/2018
A2A,12-PT-066,PMR,PMR,PMR was carried out,30/10/2018
A2A,12-PT-067,PMR,PMR,PMR was carried out,30/10/2018
A2B,07-FV-030,PMR,PMR,PMR was carried out was carried out visually.,30/10/2018
A2A,04-FT-015A,PMR,PMR,PMR was carried out,30/10/2018
A2A,04-FT-015B,PMR,PMR,PMR was carried out,30/10/2018
A2A,04-FT-015C,PMR,PMR,PMR was carried out,30/10/2018
A2A,04-TT-111,PMR,PMR,PMR was carried out,30/10/2018
A2B,14-VSH-053B,PMR,PMR,PMR was carried out,30/10/2018
A4,51-TK-07,Lay new cable,Lay new cable,Lay new cable for TGS system,30/10/2018
A2B,Unit 13,Survey,Visual survey,Visual unit survey was done.,31/10/2018
A2B,Unit 14,Survey,Visual survey,Visual unit survey was done.,31/10/2018
A2B,Unit 15,Survey,Visual survey,Visual unit survey was done.,31/10/2018
A2B,14-PDT-057,Check reading,Corrective/ Partial blockage at high side,Flushing to clear blockage from high side impulse tube then zero check was done found ok.,31/10/2018
A2A,05-LSH-001,No alarm,Corrective/ Defective micro switch,Install new micro switch then function check found ok.,31/10/2018
A4,51-LIT-001,I/O bad,Defective cable between APU & antenna.,"Check found error EB: 0150 ( the wiring between control unit and the antenna needed to be checked).
Visually found defective cable between APU and antenna unit.",31/10/2018
A4,Unit 51,"Lay cables for (TK-07,39,05)",Lay cable,"Determine the length of cables
Note:
The excavation isn't complete yet.",31/10/2018
A2A,05-TV-018B,Arrange cables,Corrective/ Arrange cables,Cable arrangement was done.,1/11/2018
A2A,05-FI-020A,Arrange cables,Corrective/ Arrange cables,Cable arrangement was done.,1/11/2018
A2A,Unit-06,Arrange cables,Corrective/ Arrange cables,Cable arrangement was done.,1/11/2018
A2A,Unit-12,Arrange cables,Corrective/ Arrange cables,Cable arrangement was done.,1/11/2018
A2A,04-XV-010,Arrange cables,Corrective/ Arrange cables,Cable arrangement was done.,1/11/2018
A2A,04-E-10,Arrange cables,Corrective/ Arrange cables,Cable arrangement was done.,1/11/2018
A2A,04-VSH-012C,Arrange cables,Corrective/ Arrange cables,Cable arrangement was done.,1/11/2018
A2B,14-V-52,Arrange cables,Corrective/ Arrange cables,Cable arrangement was done.,1/11/2018
A2B,45-FT-001,Arrange cables,Corrective/ Defective cable tray,Stopped waiting for new cable trays fabrication.,1/11/2018
A2B,45-LV-008,Arrange cables,Corrective/ Defective cable tray,Stopped waiting for new cable trays fabrication.,1/11/2018
A2B,45-TE-005,Arrange cables,Corrective/ Defective cable tray,Stopped waiting for new cable trays fabrication.,1/11/2018
A2B,13-TE-038,Low reading,No problem.,"Loop and element check found ok, swap the element with TE-043 found the same reading. Note: Thermo well needs internal cleaning at end point.",1/11/2018
A2B,13-TE-043,Low reading,No problem.,"Loop and element check found ok, swap the element with TE-038 found the same reading.",1/11/2018
A2B,13-K-01A,Vibration Alarm,No problem.,Function check found no problem and no alarms present.,1/11/2018
A2B,13-PV-014,Check valve stroke,No problem.,Valve stroke and limits indication were checked found no problem.,1/11/2018
A2B,13-PT-054,Check reading,Corrective/ Partial blockage,Isolate the TX manifold then open nitrogen purge and open steam on the isolation valve to clear the blockage then pit TX back in service found ok.,1/11/2018
